                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                0.48144,                0.32376,                 1.0396,                0.88065,                0.79344,                0.86806,                0.71531,                0.73476,                0.75807,                 1.1485,              3.169e-05,              3.169e-05,              3.169e-05
                    140,                0.48211,                0.31717,                 1.0354,                0.89024,                0.77625,                0.86685,                0.71523,                0.73402,                0.75845,                 1.1497,             3.1195e-05,             3.1195e-05,             3.1195e-05
                    141,                 0.4915,                0.32713,                 1.0507,                0.88942,                0.78761,                0.86569,                0.71393,                0.73224,                0.76163,                 1.1514,               3.07e-05,               3.07e-05,               3.07e-05
                    142,                0.50806,                0.32898,                 1.0508,                0.87894,                0.79259,                0.86432,                0.71128,                0.73764,                0.77952,                 1.1602,             3.0205e-05,             3.0205e-05,             3.0205e-05
                    143,                0.49782,                 0.3481,                 1.0529,                0.89092,                0.78398,                0.86562,                0.71168,                0.73898,                0.76386,                 1.1605,              2.971e-05,              2.971e-05,              2.971e-05
                    144,                0.49137,                0.32854,                 1.0407,                0.88687,                0.78737,                0.86766,                0.71531,                0.73921,                0.76296,                 1.1549,             2.9215e-05,             2.9215e-05,             2.9215e-05
                    145,                0.49603,                0.33427,                 1.0564,                0.88926,                0.78371,                0.86629,                0.71421,                0.74051,                0.75847,                  1.154,              2.872e-05,              2.872e-05,              2.872e-05
                    146,                0.48923,                0.32147,                 1.0359,                0.88117,                0.78929,                0.86688,                0.71235,                0.74344,                0.76164,                 1.1604,             2.8225e-05,             2.8225e-05,             2.8225e-05
                    147,                0.49094,                0.32542,                   1.04,                0.85481,                0.80057,                0.86474,                0.71393,                0.74235,                0.76457,                 1.1626,              2.773e-05,              2.773e-05,              2.773e-05
                    148,                0.49565,                0.33442,                 1.0378,                0.88816,                0.78279,                0.86804,                 0.7174,                0.73562,                 0.7634,                 1.1566,             2.7235e-05,             2.7235e-05,             2.7235e-05
                    149,                0.48799,                0.33164,                 1.0394,                0.88685,                0.77241,                0.87024,                0.71863,                0.73452,                0.76765,                 1.1541,              2.674e-05,              2.674e-05,              2.674e-05
                    150,                 0.4874,                 0.3302,                 1.0429,                0.87053,                0.78887,                0.86495,                0.71334,                0.73408,                0.76736,                 1.1526,             2.6245e-05,             2.6245e-05,             2.6245e-05
                    151,                 0.4837,                0.32749,                 1.0418,                0.89107,                0.78012,                0.86877,                0.71665,                0.73739,                 0.7588,                 1.1544,              2.575e-05,              2.575e-05,              2.575e-05
                    152,                0.48326,                 0.3276,                 1.0411,                 0.8832,                0.78802,                 0.8689,                0.71543,                0.73829,                0.75746,                 1.1556,             2.5255e-05,             2.5255e-05,             2.5255e-05
                    153,                0.48373,                0.32234,                 1.0358,                0.88725,                0.77807,                0.86313,                0.71245,                0.74174,                 0.7724,                 1.1609,              2.476e-05,              2.476e-05,              2.476e-05
                    154,                0.49898,                0.33434,                 1.0542,                0.88518,                0.78097,                0.87195,                0.71992,                0.73376,                0.76682,                 1.1527,             2.4265e-05,             2.4265e-05,             2.4265e-05
                    155,                0.49685,                0.32765,                 1.0412,                0.88954,                 0.7716,                0.87098,                0.71859,                0.73484,                0.76312,                 1.1506,              2.377e-05,              2.377e-05,              2.377e-05
                    156,                0.48716,                0.31954,                 1.0268,                0.89028,                0.78051,                0.86834,                0.71627,                0.73124,                0.75833,                 1.1517,             2.3275e-05,             2.3275e-05,             2.3275e-05
                    157,                0.49495,                0.32091,                 1.0394,                0.89055,                0.77324,                0.86859,                0.71688,                 0.7329,                0.76606,                 1.1513,              2.278e-05,              2.278e-05,              2.278e-05
                    158,                0.48998,                0.31801,                 1.0331,                0.89523,                0.78436,                0.86912,                0.72132,                0.73175,                0.77419,                 1.1517,             2.2285e-05,             2.2285e-05,             2.2285e-05
                    159,                0.48545,                0.32454,                 1.0423,                0.88454,                0.79214,                0.87136,                0.72203,                0.73586,                0.76476,                 1.1526,              2.179e-05,              2.179e-05,              2.179e-05
                    160,                0.48004,                0.33117,                 1.0406,                0.88018,                0.78462,                0.87017,                0.71891,                0.73495,                0.75302,                 1.1517,             2.1295e-05,             2.1295e-05,             2.1295e-05
                    161,                0.49068,                0.32279,                 1.0346,                0.88774,                0.78253,                0.86661,                 0.7159,                0.73881,                0.77353,                 1.1534,               2.08e-05,               2.08e-05,               2.08e-05
                    162,                0.49108,                0.32239,                 1.0423,                0.88166,                0.78412,                0.87182,                0.71857,                 0.7321,                0.74593,                 1.1475,             2.0305e-05,             2.0305e-05,             2.0305e-05
                    163,                0.48005,                0.31396,                 1.0358,                0.89387,                 0.7799,                0.87137,                0.72031,                0.72994,                0.74268,                  1.148,              1.981e-05,              1.981e-05,              1.981e-05
                    164,                0.47961,                0.31452,                 1.0307,                0.89281,                0.77061,                0.86479,                0.71601,                0.73348,                0.76784,                 1.1531,             1.9315e-05,             1.9315e-05,             1.9315e-05
                    165,                0.48973,                0.33227,                 1.0409,                0.88142,                 0.7815,                0.86978,                0.71874,                 0.7339,                0.75811,                 1.1513,              1.882e-05,              1.882e-05,              1.882e-05
                    166,                0.48444,                0.31783,                 1.0334,                0.89149,                0.77602,                0.86615,                0.71577,                 0.7349,                0.75679,                 1.1528,             1.8325e-05,             1.8325e-05,             1.8325e-05
                    167,                  0.494,                0.32906,                 1.0474,                0.87751,                0.78554,                0.86897,                0.71839,                0.73381,                0.76401,                 1.1513,              1.783e-05,              1.783e-05,              1.783e-05
                    168,                0.49214,                0.32686,                 1.0317,                0.88941,                0.77549,                0.86392,                0.71552,                0.73835,                0.77261,                 1.1565,             1.7335e-05,             1.7335e-05,             1.7335e-05
                    169,                0.47807,                0.31046,                 1.0296,                0.88168,                0.78531,                0.86682,                 0.7162,                0.73619,                0.76867,                  1.156,              1.684e-05,              1.684e-05,              1.684e-05
                    170,                0.49032,                0.32524,                 1.0357,                0.85755,                0.79865,                0.86968,                0.72004,                 0.7319,                0.76019,                 1.1513,             1.6345e-05,             1.6345e-05,             1.6345e-05
                    171,                0.50523,                0.33943,                 1.0528,                0.86631,                0.78714,                0.86722,                0.71665,                0.73477,                0.75533,                 1.1537,              1.585e-05,              1.585e-05,              1.585e-05
                    172,                 0.4846,                0.32285,                 1.0415,                0.88501,                 0.7828,                 0.8685,                0.71939,                0.73346,                0.74971,                  1.152,             1.5355e-05,             1.5355e-05,             1.5355e-05
                    173,                0.48582,                0.32043,                 1.0396,                0.88123,                0.78371,                0.86575,                0.71765,                0.73608,                0.75305,                 1.1544,              1.486e-05,              1.486e-05,              1.486e-05
                    174,                0.50377,                0.31943,                 1.0484,                0.87491,                0.78081,                 0.8663,                0.71688,                0.73474,                0.75669,                 1.1535,             1.4365e-05,             1.4365e-05,             1.4365e-05
                    175,                0.50144,                0.32956,                 1.0464,                0.88023,                0.78322,                0.86648,                0.71532,                0.73459,                0.75464,                 1.1547,              1.387e-05,              1.387e-05,              1.387e-05
                    176,                0.48949,                0.32393,                 1.0388,                0.87994,                0.78667,                0.86592,                0.71691,                0.73114,                 0.7475,                 1.1525,             1.3375e-05,             1.3375e-05,             1.3375e-05
                    177,                0.49708,                0.31888,                 1.0428,                0.87692,                0.78721,                0.86384,                0.71583,                 0.7322,                0.75205,                 1.1531,              1.288e-05,              1.288e-05,              1.288e-05
